12000, 3, -5, 0.3784, 0.1686, 0.2811, 0.5685, 0.0313, -0.0518, 0.0091
12500, 3, -5, 0.3723, 0.163, 0.2805, 0.5963, -0.0469, 0.0223, -0.0172
13000, 3, -5, 0.367, 0.1582, 0.2797, 0.6203, -0.1111, 0.0784, -0.0355
14000, 3, -5, 0.3579, 0.1496, 0.2792, 0.6699, -0.2426, 0.1993, -0.0772
15000, 3, -5, 0.3509, 0.1423, 0.2795, 0.7172, -0.3625, 0.3081, -0.114
16000, 3, -5, 0.3452, 0.1354, 0.2812, 0.7616, -0.4661, 0.3976, -0.1434
17000, 3, -5, 0.3406, 0.1287, 0.2841, 0.81, -0.577, 0.4968, -0.1772
18000, 3, -5, 0.337, 0.1226, 0.2873, 0.8614, -0.6887, 0.5924, -0.208
19000, 3, -5, 0.3345, 0.1179, 0.2903, 0.9136, -0.801, 0.6895, -0.2392
20000, 3, -5, 0.3337, 0.1141, 0.2942, 0.9626, -0.9039, 0.781, -0.2696
21000, 3, -5, 0.3345, 0.1113, 0.299, 1.0023, -0.977, 0.8415, -0.2887
22000, 3, -5, 0.337, 0.1099, 0.3044, 1.0258, -1.002, 0.8504, -0.2879
23000, 3, -5, 0.3411, 0.1097, 0.3101, 1.031, -0.9765, 0.8074, -0.2682
24000, 3, -5, 0.3466, 0.1103, 0.3167, 1.016, -0.8995, 0.7163, -0.2327
25000, 3, -5, 0.3533, 0.1115, 0.3239, 0.977, -0.7587, 0.5616, -0.1748
26000, 3, -5, 0.3569, 0.1074, 0.3344, 0.9315, -0.5948, 0.3777, -0.1074
4000, 3.5, -5, 0.39, 0.0223, 0.4928, 0.5985, 1.3227, -2.2195, 0.9764
4250, 3.5, -5, 0.4122, 0.0991, 0.4197, 0.9425, -0.0609, -0.4162, 0.2391
4500, 3.5, -5, 0.4703, 0.1724, 0.3992, 0.424, 1.3907, -1.9777, 0.8595
4750, 3.5, -5, 0.5196, 0.2535, 0.3566, -0.0336, 2.2485, -2.5511, 0.999
5000, 3.5, -5, 0.5325, 0.2744, 0.3458, -0.234, 2.718, -2.9933, 1.155
5250, 3.5, -5, 0.5332, 0.2822, 0.3365, -0.2831, 2.7969, -3.0494, 1.1718
5500, 3.5, -5, 0.5353, 0.2945, 0.3227, -0.3178, 2.76, -2.9137, 1.0967
5750, 3.5, -5, 0.5325, 0.2998, 0.3118, -0.3121, 2.6604, -2.7573, 1.0261
6000, 3.5, -5, 0.5282, 0.302, 0.3031, -0.3175, 2.6158, -2.6824, 0.992
6250, 3.5, -5, 0.5235, 0.3028, 0.2957, -0.3006, 2.5049, -2.5274, 0.9239
6500, 3.5, -5, 0.5163, 0.2978, 0.2927, -0.2889, 2.4485, -2.4645, 0.8985
6750, 3.5, -5, 0.5074, 0.2874, 0.2948, -0.273, 2.4027, -2.4249, 0.8825
7000, 3.5, -5, 0.4977, 0.2734, 0.3005, -0.2394, 2.3236, -2.3556, 0.8551
7250, 3.5, -5, 0.4889, 0.2632, 0.3025, -0.1796, 2.1821, -2.234, 0.8153
7500, 3.5, -5, 0.5378, 0.3895, 0.1987, 0.1472, 0.5056, 0.1929, -0.2345
7750, 3.5, -5, 0.5255, 0.3607, 0.2208, 0.1462, 0.6169, -0.0018, -0.1524
8000, 3.5, -5, 0.5108, 0.3353, 0.2352, 0.16, 0.7215, -0.2465, -0.0288
8250, 3.5, -5, 0.4946, 0.3111, 0.2459, 0.1973, 0.7559, -0.4212, 0.0715
8500, 3.5, -5, 0.4783, 0.283, 0.2618, 0.2433, 0.7365, -0.4944, 0.1163
8750, 3.5, -5, 0.4625, 0.2581, 0.2739, 0.2959, 0.6724, -0.5018, 0.1324
9000, 3.5, -5, 0.4482, 0.239, 0.2804, 0.3433, 0.5943, -0.4781, 0.135
9250, 3.5, -5, 0.436, 0.2244, 0.2835, 0.3793, 0.523, -0.443, 0.1297
9500, 3.5, -5, 0.4257, 0.2133, 0.2846, 0.4052, 0.4692, -0.4184, 0.1273
9750, 3.5, -5, 0.417, 0.204, 0.2854, 0.4294, 0.4091, -0.3741, 0.1139
10000, 3.5, -5, 0.4096, 0.1971, 0.2848, 0.4478, 0.3614, -0.341, 0.1052
10500, 3.5, -5, 0.3973, 0.186, 0.2832, 0.4753, 0.2825, -0.2802, 0.0868
11000, 3.5, -5, 0.3872, 0.1775, 0.281, 0.501, 0.2015, -0.2072, 0.0616
11500, 3.5, -5, 0.3785, 0.1706, 0.2786, 0.5193, 0.1436, -0.1601, 0.0472
12000, 3.5, -5, 0.3706, 0.164, 0.2768, 0.539, 0.0803, -0.1025, 0.0271
12500, 3.5, -5, 0.3635, 0.1583, 0.2749, 0.5585, 0.0183, -0.0455, 0.0073
13000, 3.5, -5, 0.3571, 0.1534, 0.273, 0.5749, -0.0317, -0.0038, -0.0056
14000, 3.5, -5, 0.3461, 0.1449, 0.2696, 0.6112, -0.142, 0.0967, -0.0394
15000, 3.5, -5, 0.3369, 0.1376, 0.267, 0.6472, -0.2482, 0.1952, -0.0732
16000, 3.5, -5, 0.3292, 0.1309, 0.2657, 0.6858, -0.355, 0.2948, -0.1076
17000, 3.5, -5, 0.3225, 0.1244, 0.2655, 0.725, -0.4564, 0.3862, -0.1384
18000, 3.5, -5, 0.3166, 0.1179, 0.2663, 0.7714, -0.5712, 0.4908, -0.174
19000, 3.5, -5, 0.3113, 0.1118, 0.2674, 0.8242, -0.6994, 0.6081, -0.2138
20000, 3.5, -5, 0.3069, 0.1065, 0.2686, 0.8824, -0.8398, 0.7383, -0.2581
21000, 3.5, -5, 0.3036, 0.1015, 0.2708, 0.9445, -0.9879, 0.8791, -0.3073
22000, 3.5, -5, 0.3018, 0.0973, 0.2741, 0.9995, -1.1083, 0.9875, -0.3435
23000, 3.5, -5, 0.3012, 0.0933, 0.2786, 1.0462, -1.2, 1.0643, -0.3677
24000, 3.5, -5, 0.3017, 0.0898, 0.2839, 1.0815, -1.2569, 1.1035, -0.3778
25000, 3.5, -5, 0.3029, 0.0866, 0.2899, 1.1017, -1.2706, 1.0967, -0.3708
26000, 3.5, -5, 0.3046, 0.0835, 0.2963, 1.1084, -1.2501, 1.0569, -0.3528
27000, 3.5, -5, 0.3058, 0.0799, 0.3026, 1.1007, -1.1904, 0.9729, -0.3175
28000, 3.5, -5, 0.3044, 0.0741, 0.3086, 1.0966, -1.15, 0.9132, -0.2933
29000, 3.5, -5, 0.2998, 0.0665, 0.3127, 1.1065, -1.1524, 0.8929, -0.2818
30000, 3.5, -5, 0.2942, 0.0578, 0.3168, 1.1409, -1.2284, 0.9583, -0.3052
31000, 3.5, -5, 0.2893, 0.0483, 0.323, 1.1796, -1.306, 1.0225, -0.3281
4250, 4, -5, 0.3625, 0.0334, 0.4411, 1.6339, -1.6861, 1.0681, -0.261
4500, 4, -5, 0.4106, 0.0833, 0.4387, 1.2046, -0.4671, -0.2221, 0.2367
4750, 4, -5, 0.4746, 0.1721, 0.4054, 0.4371, 1.3869, -1.9794, 0.8602
5000, 4, -5, 0.5151, 0.2433, 0.3643, 0.016, 2.0958, -2.3563, 0.9095
5250, 4, -5, 0.5265, 0.2668, 0.348, -0.163, 2.4935, -2.724, 1.0408
5500, 4, -5, 0.5248, 0.2719, 0.339, -0.2425, 2.6488, -2.8619, 1.0873
5750, 4, -5, 0.5256, 0.2827, 0.3255, -0.2872, 2.639, -2.7573, 1.0238
6000, 4, -5, 0.5243, 0.291, 0.3127, -0.3092, 2.5898, -2.634, 0.9602
6250, 4, -5, 0.519, 0.291, 0.3056, -0.3028, 2.5201, -2.5365, 0.9179
6500, 4, -5, 0.5134, 0.29, 0.2994, -0.2934, 2.4508, -2.4464, 0.8801
6750, 4, -5, 0.506, 0.2837, 0.2978, -0.2819, 2.4052, -2.4017, 0.8629
7000, 4, -5, 0.4975, 0.2736, 0.3001, -0.2602, 2.3517, -2.3601, 0.8483
7250, 4, -5, 0.4877, 0.2595, 0.3057, -0.2243, 2.2807, -2.3142, 0.8346
7500, 4, -5, 0.4825, 0.2523, 0.3084, -0.1829, 2.1343, -2.1252, 0.7494
7750, 4, -5, 0.5245, 0.3644, 0.2145, 0.1416, 0.562, 0.1049, -0.2055
8000, 4, -5, 0.5121, 0.3365, 0.2353, 0.1449, 0.6616, -0.0807, -0.125
8250, 4, -5, 0.498, 0.3129, 0.2481, 0.1715, 0.7198, -0.2662, -0.0259
8500, 4, -5, 0.4823, 0.2935, 0.253, 0.2177, 0.7174, -0.4024, 0.0637
8750, 4, -5, 0.4669, 0.2699, 0.2639, 0.2654, 0.684, -0.4624, 0.1071
9000, 4, -5, 0.4524, 0.2483, 0.2736, 0.3186, 0.6072, -0.4488, 0.1147
9250, 4, -5, 0.4391, 0.2303, 0.2798, 0.3613, 0.5375, -0.4288, 0.1175
9500, 4, -5, 0.4276, 0.2167, 0.2827, 0.3948, 0.4734, -0.4011, 0.1152
9750, 4, -5, 0.4177, 0.2056, 0.2842, 0.4181, 0.426, -0.3809, 0.1135
10000, 4, -5, 0.4095, 0.1972, 0.2845, 0.4379, 0.3801, -0.3545, 0.1082
10500, 4, -5, 0.3958, 0.1843, 0.2833, 0.47, 0.2945, -0.2939, 0.0916
