TICID,RAdeg,DEdeg,ELON,ELAT,Priority,2min-target,Camera,Obslen,Num-sectors,Vmag,Kmag,Tmag,Star-radius,Star-mass,Distance,Subgiant,Detected,Detected-cons,Planet-period,Planet-radius,Ntransits,Ars,Ecc,Rprs,Impact,Duration,Depth-obs,Insol,Noise-level,SNR
63695048,4.626253415880001,-30.0853375567,351.07971133,-29.18851742,0.0013766219657999998,0,1,27.4,1,11.44,9.886000000000001,10.802999999999999,1.12043,1.02716797017,,0,1,1,5.590560518176322,3.883893240739484,5,11.941775816855696,0.022521346093515797,0.03173517544065222,0.6253565236301688,2.941199548265371,811.8964273435673,318.860837426466,305.93724347199037,10.176900501485617
24186439,14.5015538656,-11.329436180999998,8.80987525,-16.135162400000002,0.00174982524522,0,1,27.4,1,10.705,9.327,10.073,1.25227,1.13529,197.745713231,0,1,0,3.304920277318095,2.5938953355313314,9,7.781223155580766,0.018923088384682,0.01896325217148805,0.13974036148193922,3.2847632523806203,357.1330663442982,937.1171955832672,209.46907429975778,9.270079115577863
24186877,14.534715412999999,-8.349400017210003,10.06851769,-13.41470802,0.0015547032661099999,0,1,27.4,1,11.737,9.912,11.17,0.9278780000000001,0.918875,178.54584647599998,0,1,0,11.995667446884985,3.474938400691669,2,23.114284984542998,0.1032970379927344,0.034285823199097544,0.5104099210006596,3.568129081205013,1175.5067870082764,62.917645351041635,375.60468212972336,8.360445496558812
24980507,29.6936685275,-5.963275512309999,25.42440341,-16.93555024,0.0016578881440999999,0,1,27.4,1,14.448,10.42,12.555,0.517,0.5579999999999999,,0,1,0,15.146212504396011,3.0309331228902203,2,41.038656829626156,0.021378921816400318,0.05367155268870399,0.5141797863519586,2.5935016007705394,2880.465796725963,4.8927385462630015,894.9717401410189,7.3301296901752
25398947,22.6273936745,-14.073210116199999,15.34391326,-21.81077385,0.00523405545613,1,1,27.4,1,8.96,7.0329999999999995,8.212,2.00448,0.9025049999999999,50.653099930699995,1,1,1,4.63455712312359,12.44543526222532,6,5.6418719132316975,0.0975231936814811,0.056841654606517814,0.8370601951973768,4.097656972102603,3219.457310284955,1009.283432482559,97.75498556239609,163.30037413751373
66471305,15.132169192000001,-35.9610850118,357.08918929,-38.522842,0.0014806267819599999,0,2,27.4,1,11.482000000000001,9.619,10.610999999999999,2.51572,0.9194180000000001,205.552227875,1,1,1,9.745665929967506,14.766569658867555,3,7.424250714293735,0.0034304006955928426,0.05373727808616717,0.5522522771149609,9.04686508178622,2873.482974072195,588.3983585597426,275.88526362679613,54.26125184916305
66470401,15.104585793,-31.303590701199997,359.83339604,-34.42054616,0.000702771028033,0,2,27.4,1,11.415,10.209,10.944,1.8058599999999998,1.23171,438.247989611,0,1,1,3.9286868309447582,14.518272939367735,7,6.221855718506052,0.015167587123405529,0.07360193412552005,0.8241288836716903,3.3565221869472825,5391.48750752774,1686.7053934935789,330.6379238763808,79.0405073215269
66555173,17.260176,-17.070259,8.931448,-22.46673,0.00201172834073,1,1,27.4,1,14.402999999999999,10.311,12.347999999999999,0.495,0.531,,0,1,1,2.7003579470247043,3.1998508959621472,10,13.354986393113622,0.03726335273294907,0.05918108071218881,0.6753275595882174,1.262843597675716,3371.5470045728166,44.022381778344055,778.401155835961,15.392194055703627
67389006,28.6952573284,41.3946287269,42.04792439,27.60668361,0.0013960684303399998,0,1,27.4,1,10.872,9.806000000000001,10.514000000000001,1.2919,1.41472,268.624439524,0,1,0,12.990177749966024,3.551209665996903,3,20.215023308003477,0.04299349526341047,0.02516551164347213,0.4426709930697122,4.541947816544065,627.3915673298143,203.73882426219959,262.1107693857853,8.835589071199347
67655535,19.2197624848,-34.5543323933,1.7037958999999998,-38.9196063,0.000824748465161,0,2,27.4,1,13.020999999999999,11.186,12.286,0.98415,0.9345298497419999,,0,1,0,24.33036658862937,4.727045506679276,2,35.11600605159789,0.061133205375876215,0.0439730748500216,0.08953007710939337,5.5062545458285665,1908.2163312952268,28.466343750377014,747.0396831625073,8.476705128082019
67880641,9.2950172964,39.1949753743,25.58687875,32.00686477,0.000520986879192,0,2,27.4,1,12.084000000000001,10.424000000000001,11.282,3.84424,1.30502273879,,1,1,0,16.749525681995973,9.860176770666005,2,7.83429870266529,0.18229661078953568,0.023481863342415477,0.22328809609527134,16.36420701698522,542.8042489110401,855.2538298246177,400.673626661972,7.7502366163002465
29928623,24.8093185548,-17.599993249100002,15.91314356,-25.88162171,0.00368262732458,1,1,27.4,1,9.482000000000001,8.073,8.912,1.08876,1.0934,95.75522246540001,0,1,1,2.438118807954984,3.0510454149553285,12,7.216063735956546,0.04755178692130788,0.02565516805716231,0.4533946788171349,2.385714170420638,657.3776841497562,1013.5060412187802,125.07519172152344,28.121831902784024
29938057,24.903337634,-17.7226609647,15.94963609,-26.02993458,0.00283347711246,1,1,27.4,1,11.492,9.037,10.599,0.7810630000000001,0.749532,85.2933615835,0,1,1,3.7323189571725286,2.9954209598990817,7,11.780563901264214,0.26119716880993205,0.03510994489289096,0.05021949428992928,2.5056186048265827,1227.9593710621125,140.7617046704921,274.1325707888755,18.759871594314706
51986358,3.44239597454,16.6341391401,9.88428123,13.87194967,0.00327773521734,1,1,27.4,1,10.182,8.307,9.414,1.003,0.9478536315639999,,0,1,1,4.654396740967114,2.607471971698613,6,11.493651129408706,0.04691257626610281,0.023800005883251055,0.34454868988985343,2.98743795731741,566.3473908461791,275.7263643358968,154.07265831702813,15.562608805117412
70798805,2.20098119889,-35.254465003600004,346.17353811,-32.82354368,0.0009788610018310001,0,2,27.4,1,12.7,10.9,11.921,0.989409,0.9382780631059999,,0,1,1,6.37703703346205,5.670594721877687,5,14.324634233935145,0.06495656547081002,0.05247000449641172,0.8930310014405044,1.8984994942443794,2706.0659147148835,172.85600833776022,590.1257297604519,14.128109932891542
70848136,2.9084883973,-32.128790408200004,348.49671287,-30.33345668,0.00241662554548,1,2,27.4,1,10.425999999999998,8.665,9.713,1.16754,0.951024,127.98551795899999,0,1,1,10.565507034620842,3.3631729147282146,3,17.07347294119174,0.0018392021075639253,0.026371557320808547,0.29299858807574625,4.6535073666358375,689.4868986315863,126.06112482435447,176.34286386350794,14.60894852833126
71976077,26.5696344883,57.482718263,49.15026157,42.68804384,7.10109672754e-05,0,2,27.4,1,12.231,10.720999999999998,11.657,2.8194,1.26722170495,,1,1,1,2.418862832583004,12.461668703302633,11,2.9116416121496944,0.018877784702559144,0.040464842512142864,0.15786243591895405,6.681496176435809,1558.4346981442236,8075.96299761052,500.9366750482164,26.670980689504226
32306536,24.7048260126,-33.611952395100005,7.46595531,-40.26613344,0.000435119998228,0,2,27.4,1,12.534,10.702,11.765,1.8768900000000002,1.00952085967,,0,1,0,14.646742712666278,13.947825819250276,2,13.469864641968506,0.020312798185222015,0.06803400592215647,0.4960799125154728,7.868643782032264,4599.354888536399,206.91141865931996,535.3068745499095,34.08466585781812
32550424,20.825121,-12.939817,14.100767999999999,-20.076515,0.00906749185818,1,1,27.4,1,13.207,8.35,10.625,0.35200000000000004,0.35700000000000004,,0,1,0,3.51206416982872,1.138195718649196,8,19.60309394636193,0.19676355774230972,0.029602789216572126,0.584838023721536,1.1606360899566204,875.7422483512555,15.059702679276144,277.9479115471887,9.600766681658184
33493030,26.3147988271,-25.195695986900002,13.76436776,-33.37671756,0.00171103909839,0,2,27.4,1,16.319000000000006,11.315,13.662,0.321,0.318,,0,1,1,2.1739804012065256,3.9205508579953374,13,15.022562113335534,0.05309167165239053,0.11181508755435304,0.4141188094361644,1.1420609190392594,12502.613720797694,23.868411515819414,1995.8405162274105,24.13744460624674
33493281,26.368710924899997,-26.8246493935,12.96976319,-34.86775274,0.00212000686279,1,2,27.4,1,15.13,10.470999999999998,12.73,0.428,0.45,,0,1,1,2.2549312740684626,2.7399203838232054,12,12.961408349597304,0.0991563762024672,0.05860740914462954,0.7185654488695609,1.0353175183329073,3421.4369797739446,40.603379048342404,1009.738434730433,11.94337481418853
33527499,27.3144188079,-28.8711856437,12.78904712,-37.07365244,0.00134354140112,0,2,27.4,1,11.981,10.31,11.273,1.05377,0.982526744451,,0,1,0,6.588827352220722,3.4946154653924215,4,13.958667622431404,0.19134713589224175,0.03036070924933108,0.17969867405146875,3.6621033625312864,921.7633098757359,206.0674381484923,398.5847855795639,8.851033711279614
33547244,27.4563520713,-27.1290104304,13.87681294,-35.56275013,0.0016093817965499998,0,2,27.4,1,9.7,8.761000000000001,9.37,1.73023,1.4082700000000001,224.135779498,0,1,0,20.83709115649767,3.4462408007205365,2,20.65154035056226,0.02047891784276005,0.018234763315048585,0.1925681090775812,7.710335778389238,330.8687482718913,193.47038361211406,151.14001476921243,8.596623996408237
33574639,27.845864859299997,-29.206389469,13.12587971,-37.58011985,0.00118862202635,0,2,27.4,1,12.59,10.697000000000001,11.759,0.9519489999999999,0.9109819303560001,,0,1,1,9.452240247595835,10.926155755221258,3,19.16530158472256,0.0117514345248679,0.1050780618909738,0.22340467645653148,4.080126091799615,11041.367820577314,89.54078267232845,533.3240398495013,72.43177653736241
33625948,29.308042007399997,-25.046858127199997,16.79739185,-34.39034153,0.0008669324363069999,0,2,27.4,1,12.373,10.652000000000001,11.669,1.19951,0.963326,330.04946131400004,0,1,0,13.48620206326848,4.681873863593701,2,19.63887384829397,0.06460643548527484,0.0357333871507535,0.4307848008978571,4.944423059876566,1276.6363017578415,98.60845395969977,504.62090829789014,7.9556333218064506
35666400,23.738746,-4.522177,20.260017,-13.413214000000002,0.00363101828348,1,1,27.4,1,15.097999999999999,10.035,12.415999999999999,0.32299999999999995,0.321,,0,1,0,2.2057608879429247,1.6678304179910401,12,15.121946386414931,0.09904709529654353,0.0472724070486315,0.5178997042730946,1.0155058704673654,2234.676771185233,23.667710273788124,814.6049945361276,9.576338487001697
57965032,4.97417221534,31.57834594880001,18.01886883,26.81232064,0.0018162533591400002,0,1,27.4,1,10.970999999999998,9.373,10.253,2.3501,1.0660176861200001,,1,1,1,3.6054175547220666,6.561368143118192,7,4.302706849740315,0.2430959891615645,0.02556032736915325,0.621281922211709,5.295104368583771,639.3871665592087,2697.075403362653,229.14477093529052,16.98792153184014
57965248,4.9852858615099995,31.219746695999998,17.850488600000006,26.48668976,0.000971562904767,0,1,27.4,1,12.159,10.482000000000001,11.472000000000001,1.16547,1.0589535964899999,,0,1,0,17.586342027662745,4.753065125396269,2,24.898764958015388,0.048404152701239454,0.03733627740139415,0.6795296261036048,4.231276120573722,1393.3481328950286,79.28935856843265,448.065846467002,9.046247798968327
58102878,6.1874322803699995,35.8116429758,21.214090399999996,30.13716336,0.0010000276598,0,2,27.4,1,12.25,10.234,11.205,1.2175799999999999,1.15171821347,,0,1,0,15.205222661508591,6.814963314540572,2,22.244160146234265,0.0026869721792570434,0.051241798604296174,0.8442087525657093,3.2740354203502964,2272.2366093190813,103.86211854668242,383.2264489573598,15.17241672107855
98610929,8.4368754619,-23.6460118523,357.71024006,-24.92615647,0.00126678959863,0,1,27.4,1,11.613,10.089,10.981,1.16501,1.03494,254.611335865,0,1,0,5.719821811549332,3.3721868135478887,5,11.690506339642427,0.07577889019517922,0.026499661185767437,0.7351983075255348,2.6853210988087066,700.359183854785,339.4828459556646,337.52531827090894,7.603220520226296
37762425,5.14073245089,-7.888671270439999,1.55817609,-9.27816368,0.00143540581129,0,1,27.4,1,12.062000000000001,10.707,11.289000000000001,0.929415,1.14314,277.812191198,0,1,1,6.968704771438597,4.242174338019506,4,17.27936419420673,0.0734305411150562,0.0417866142299926,0.5191875350840822,2.785124269744114,1734.8045475086044,192.4245969814317,402.30755848649375,14.392778584925908
37774136,5.49004446383,-9.90447452998,1.05453986,-11.26234882,0.00288282520196,1,1,27.4,1,9.097999999999999,8.003,8.716000000000001,1.30732,1.3690799999999999,117.574954204,0,1,1,8.588668622455419,17.955967006854635,4,14.996198679888108,0.2799677141510662,0.1257434124374707,0.2165739591702061,4.838965822432467,15792.466701362951,347.9218592717005,116.08917293343923,598.5005112856558
38836078,8.1207293201,-68.0071513876,319.17472082,-60.6638115,0.006500444430569999,1,3,54.8,2,9.36,6.992000000000001,8.412,1.03683,0.770654,50.735667174,0,1,1,4.681777475513178,9.89444843655968,12,10.418111965213127,0.011333901515544871,0.08736598616620264,0.7790392490985183,2.6141129500338707,7614.952417265114,216.89052590889042,104.28428120129543,408.97912291559953
100123858,25.686007185,-42.2311027322,2.3254732000000002,-48.10083466,0.00252553891143,1,2,54.8,2,10.852,9.568999999999999,10.369000000000002,1.0088,1.21517885292,,0,1,1,5.83594799072549,3.8734121370542747,9,14.4350686554637,0.008350283204456141,0.035151752691050635,0.7941409418239357,2.0546459195413855,1230.9934562421804,404.05263423848186,243.10153632550305,21.774981292079357
160226400,28.312158016999998,-43.230068457,3.97708934,-49.98418077,0.0015308293223900002,0,2,54.8,2,11.421,9.593,10.592,1.32454,0.9315760000000001,227.407589368,0,1,1,5.268417431989942,3.660336559355716,11,9.398619234341126,0.0204625367056347,0.0252996370067356,0.054471634230509575,4.3932335927843065,639.8756053452614,412.31985430417507,273.1166313750008,16.286805000791396
120579932,3.93306371689,-36.0933195474,347.17801075,-34.23147692,0.0020437942425300002,1,2,27.4,1,9.714,8.57,9.244,1.52134,1.26627,184.18912683,0,1,1,5.767233194155817,6.9288773387449565,4,9.627874361155373,0.11936785859813455,0.04169605218834058,0.08351796009340871,4.761078193133433,1738.1260514596615,808.3380416903289,143.18541417894605,52.974289618707175
101947957,14.543239000000002,-43.243771,351.554543,-44.533967,0.005261925654760001,1,2,27.4,1,15.315999999999999,9.961,12.402999999999999,0.282,0.27,,1,1,1,1.7638588196171978,2.6326165331379983,16,14.085889531877973,0.14599146743627878,0.08546668213077438,0.7094627588264633,0.7872661572826731,7301.846813314925,24.691488599049098,807.5324851805458,32.09175722894678
183591959,17.7060136421,-36.5311288401,359.05956468,-40.04200764,0.00258301180941,1,2,27.4,1,11.415999999999999,9.651,10.894,0.791509,0.938011,136.181208752,0,1,1,5.18517359872769,2.924264938234288,5,15.597628472518926,0.05847001105206751,0.03382355160779587,0.5556441229488244,2.2166029996677663,1136.1955801039826,145.68427952121257,321.604891162697,11.761410574066979
186366767,18.3586048079,36.312190231399995,31.48632265,26.25478799,0.00108485616128,0,1,27.4,1,10.921,9.851,10.588,1.43939,1.2948908372499999,206.01021873599998,0,1,0,15.174449523433235,4.095044169862985,2,19.53938031398268,0.16569605790995812,0.02604584537553799,0.22753289724890255,5.939008137319523,612.37259463582,185.95447727856018,272.53822102670784,7.743909837171832
186539938,21.4808329777,40.9935155895,36.2249985,29.46558584,0.00342116816881,1,1,27.4,1,12.888,9.957,11.689,0.99698,0.578034785207,,1,1,0,6.762463525338912,3.9783482653889197,4,12.57875775482199,0.017796835846037532,0.0365321053277253,0.6422714360034684,3.3481860917737802,1322.4476048678132,82.97637669768014,510.83452618344216,9.473992170098956
189413428,22.5439973294,36.581440698899996,35.01123967,25.1078808,0.00292252929059,1,1,27.4,1,15.915999999999999,10.411,12.9,0.31,0.305,,0,1,0,10.422092426326513,2.2696832026316054,3,43.6158610464994,0.06714729497719467,0.06702887006481402,0.7899170563447766,1.3097686806682574,4470.260292875846,2.761638639833113,1137.9240083360746,7.7871309765615795
189581577,24.4824398341,38.1837391897,37.29016703,25.95090293,0.000855282864834,0,1,27.4,1,12.151,10.609000000000002,11.546,1.16962,1.06199539735,,0,1,0,1.8534290905871984,4.305423299813787,15,5.540934208245472,0.05889413883987291,0.0336999626458125,0.8821862256348892,1.3979627100868974,971.7781935500624,1612.0071903263192,468.35889601481705,9.501273041866035
114877337,3.36385177542,-20.02784519,354.78218451,-19.64218203,0.0009629376518189999,0,1,27.4,1,11.939,10.593,11.257,1.2506700000000002,1.12598288506,776.813492779,0,1,1,2.469007716282534,15.440631151350214,12,6.397138397897048,0.002249834468599936,0.11302660029473098,0.4359936163182813,3.0396707630888367,12760.489199057618,1365.609499459927,394.9041388043435,195.15493365097592
115444085,6.81365287641,-38.1965913364,348.38283137,-37.18740549,0.00171573314998,0,2,27.4,1,10.478,9.039,9.941,1.41267,1.06477,192.573562795,0,1,1,4.2909911064402255,3.309775221496471,7,8.035616596082988,0.006740600267405581,0.02144944831616739,0.0021107519893091603,4.178229633290284,459.962763060491,771.1812047553088,196.4263927364821,12.663915542600774
115853715,11.618525393199999,38.837205375100005,27.27503377,30.86130552,0.0032171547033499996,1,2,27.4,1,9.877,8.703,9.381,1.0667200000000001,1.32341,131.408764989,0,1,1,1.817350977847549,2.9905152869912746,15,6.45272499580799,0.08934004301015518,0.025665748699194843,0.12038212731897638,2.2010906287539775,657.2114146493639,1779.525660885411,151.8654494776893,24.866273715371246
115943964,7.301378,-38.283103999999994,348.746988,-37.452661,0.00242696510445,1,2,27.4,1,10.827,9.097999999999999,10.214,2.0575799999999997,0.965659418479,,1,1,0,15.459095310514915,20.73640341659155,2,12.549995342116528,0.06605018271634057,0.09226458911871988,0.7921759839193148,7.0935181381872905,8500.106925372806,243.05418044770477,224.68465737402772,142.49407646173904
190999028,7.29288789518,42.6805402052,25.97609146,35.79236371,0.000527269568426,0,2,27.4,1,11.485,10.635,11.243,1.78827,1.63755442053,,0,1,0,11.313445494224586,6.6971225084100565,3,13.984008094116511,0.15218051827710624,0.03428573792799413,0.7781120924466978,4.219351001848399,871.2496006360898,594.88611312869,391.71770162414145,7.913212882784571
174418823,16.3424513797,35.4898212406,29.44887466,26.20089633,0.0018999252718499998,1,1,27.4,1,12.134,10.036,11.259,0.8004399999999999,0.9481184140000001,,0,1,0,16.29645343841905,3.2284199439910286,2,33.21164560372409,0.048260611342501716,0.03692492202693253,0.4956978930005478,3.414895116330383,1331.0041823397225,30.384208023775955,395.3619345479469,8.798086947490031
191142039,8.035373,43.5853,27.106948,36.318052,0.0031255300913,1,2,27.4,1,14.05,9.892000000000001,12.095999999999998,0.433,0.457,,1,1,0,8.895573178441257,2.080482954483716,3,32.151633739912555,0.029363055209830482,0.043988040296301184,0.2111298685919446,2.1614348885013115,1917.7215980093586,6.672853231076785,659.8652876467926,7.400515671594454
136885740,21.3981468317,-14.313492112899999,14.06412661,-21.55838025,0.00424824950015,1,1,27.4,1,10.41,8.165,9.5,0.8354219999999999,0.811110693405,339.306893635,0,1,1,1.2631688189246917,1.944378086719952,22,5.491588455884121,0.06210916760634426,0.021307532461344283,0.8420294151295863,1.029541272918394,453.5029438242234,820.4066741278373,160.04854404301457,13.485330790403678
137057254,28.7294084146,77.03957136560001,67.99095899,58.34539815,0.00035187219102599985,0,3,54.8,2,10.419,8.822000000000003,9.807,1.05121,1.07627,128.449480414,0,1,1,4.5856242863806065,2.60009451035638,12,11.327989165888882,0.028609153948974887,0.022644253043932857,0.2865444589294918,3.0405774073841134,509.2955669822537,397.64557531355484,184.26958272485658,16.694941389903605
191251222,9.32693744826,46.274598213800004,29.77555185,38.20439121,0.000436291637319,0,2,27.4,1,12.225999999999999,11.174000000000001,11.802999999999999,3.23454,1.46498969528,,1,1,1,1.173243508331669,14.405639730516796,24,1.6443490866147628,0.055999024655084974,0.040773535566999114,0.6055428041515617,5.307714881030649,1146.0644716370266,33102.15437750351,548.0736697105705,23.600952164838784
